emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
defiant,V,valence,negative,positive,620,380,-240,toward_left_pole,-1,0.85,"Generally perceived as a negative or oppositional state, though can involve pride.",google/gemini-3-flash-preview,ok,
defiant,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.9,Involves high physiological activation and readiness for confrontation.,google/gemini-3-flash-preview,ok,
defiant,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.88,Reflects a high sense of agency and active resistance against authority.,google/gemini-3-flash-preview,ok,
defiant,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,590,410,-180,toward_left_pole,-1,0.8,Usually stems from a certain conviction or clear opposition to a known rule.,google/gemini-3-flash-preview,ok,
defiant,S,social_orientation,self_oriented,other_oriented,360,640,280,toward_right_pole,1,0.82,Inherently relational as it requires an external entity or norm to resist.,google/gemini-3-flash-preview,ok,
dejected,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,"Reflects a state of low mood, sadness, and disappointment.",google/gemini-3-flash-preview,ok,
dejected,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,"Characterized by low energy, lethargy, and diminished physiological activation.",google/gemini-3-flash-preview,ok,
dejected,C,control,low_control,high_control,860,140,-720,toward_left_pole,-1,0.85,Involves a sense of helplessness and lack of agency over the situation.,google/gemini-3-flash-preview,ok,
dejected,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,680,320,-360,toward_left_pole,-1,0.8,"Often follows a definitive negative outcome, making the state relatively predictable.",google/gemini-3-flash-preview,ok,
dejected,S,social_orientation,self_oriented,other_oriented,720,280,-440,toward_left_pole,-1,0.75,"Primarily an internal state of personal defeat, though often triggered by social rejection.",google/gemini-3-flash-preview,ok,
delighted,V,valence,negative,positive,55,945,890,toward_right_pole,1,0.98,Represents a high state of pleasure and positive affect.,google/gemini-3-flash-preview,ok,
delighted,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.92,Involves significant physiological activation and upbeat energy.,google/gemini-3-flash-preview,ok,
delighted,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,Reflects a high sense of agency and positive situational mastery.,google/gemini-3-flash-preview,ok,
delighted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.88,Usually follows a resolved positive outcome or expected pleasant event.,google/gemini-3-flash-preview,ok,
delighted,S,social_orientation,self_oriented,other_oriented,450,550,100,toward_right_pole,1,0.75,Often shared with others but can be an internal state.,google/gemini-3-flash-preview,ok,
demeaned,V,valence,negative,positive,885,115,-770,toward_left_pole,-1,0.95,Highly unpleasant state involving loss of dignity and negative self-evaluation.,google/gemini-3-flash-preview,ok,
demeaned,A,arousal,low_activation,high_activation,520,480,-40,balanced,0,0.85,Moderate activation often involving simmering resentment or social withdrawal.,google/gemini-3-flash-preview,ok,
demeaned,C,control,low_control,high_control,860,140,-720,toward_left_pole,-1,0.9,Characterized by a significant lack of agency and being subjected to another's power.,google/gemini-3-flash-preview,ok,
demeaned,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,680,320,-360,toward_left_pole,-1,0.8,"Usually follows a clear, predictable social slight or hierarchical enforcement.",google/gemini-3-flash-preview,ok,
demeaned,S,social_orientation,self_oriented,other_oriented,180,820,640,toward_right_pole,1,0.9,"Inherently social, requiring an external agent to lower one's status.",google/gemini-3-flash-preview,ok,
demoralized,V,valence,negative,positive,855,145,-710,toward_left_pole,-1,0.95,Reflects a deeply unpleasant state of discouragement and loss of hope.,google/gemini-3-flash-preview,ok,
demoralized,A,arousal,low_activation,high_activation,720,280,-440,toward_left_pole,-1,0.85,"Characterized by low energy, lethargy, and a lack of motivation.",google/gemini-3-flash-preview,ok,
demoralized,C,control,low_control,high_control,890,110,-780,toward_left_pole,-1,0.9,Involves a profound sense of helplessness and lack of agency.,google/gemini-3-flash-preview,ok,
demoralized,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,380,620,240,toward_right_pole,1,0.8,Often stems from unpredictable failures or an uncertain future path.,google/gemini-3-flash-preview,ok,
demoralized,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.75,"Primarily a self-focused state of internal defeat, though often triggered by social contexts.",google/gemini-3-flash-preview,ok,
dependent,V,valence,negative,positive,590,410,-180,toward_left_pole,-1,0.85,Often carries a slightly negative or neutral connotation of lacking self-sufficiency.,google/gemini-3-flash-preview,ok,
dependent,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.8,"Typically associated with a passive, low-energy state of reliance.",google/gemini-3-flash-preview,ok,
dependent,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.95,Characterized by a significant lack of agency and reliance on external forces.,google/gemini-3-flash-preview,ok,
dependent,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,420,580,160,toward_right_pole,1,0.75,Involves uncertainty regarding the continued support or actions of the provider.,google/gemini-3-flash-preview,ok,
dependent,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.9,"Inherently relational, requiring another person or entity to define the state.",google/gemini-3-flash-preview,ok,
desolate,V,valence,negative,positive,915,85,-830,toward_left_pole,-1,0.98,"Represents extreme misery, loneliness, and a profound lack of pleasure.",google/gemini-3-flash-preview,ok,
desolate,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.92,"Characterized by low energy, lethargy, and a sense of emptiness.",google/gemini-3-flash-preview,ok,
desolate,C,control,low_control,high_control,885,115,-770,toward_left_pole,-1,0.95,Involves a total lack of agency and feeling overwhelmed by circumstances.,google/gemini-3-flash-preview,ok,
desolate,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.85,"Often involves a certain, bleak outlook, though the future remains void.",google/gemini-3-flash-preview,ok,
desolate,S,social_orientation,self_oriented,other_oriented,820,180,-640,toward_left_pole,-1,0.9,Primarily a state of profound isolation and self-focused grief.,google/gemini-3-flash-preview,ok,
despairing,V,valence,negative,positive,958,42,-916,toward_left_pole,-1,0.98,Deeply unpleasant state characterized by a total loss of hope.,google/gemini-3-flash-preview,ok,
despairing,A,arousal,low_activation,high_activation,690,310,-380,toward_left_pole,-1,0.85,"Typically involves low energy and lethargy, though can involve quiet agitation.",google/gemini-3-flash-preview,ok,
despairing,C,control,low_control,high_control,985,15,-970,toward_left_pole,-1,0.95,Defined by a complete lack of agency and perceived inability to change outcomes.,google/gemini-3-flash-preview,ok,
despairing,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,820,180,-640,toward_left_pole,-1,0.8,Often involves a grim certainty that things will not improve.,google/gemini-3-flash-preview,ok,
despairing,S,social_orientation,self_oriented,other_oriented,780,220,-560,toward_left_pole,-1,0.75,"Primarily an internal, self-focused state of suffering and isolation.",google/gemini-3-flash-preview,ok,
desperate,V,valence,negative,positive,915,85,-830,toward_left_pole,-1,0.95,Highly unpleasant state characterized by distress and hopelessness.,google/gemini-3-flash-preview,ok,
desperate,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.9,High physiological activation driven by urgency and panic.,google/gemini-3-flash-preview,ok,
desperate,C,control,low_control,high_control,890,110,-780,toward_left_pole,-1,0.95,Marked by a profound lack of agency and perceived helplessness.,google/gemini-3-flash-preview,ok,
desperate,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,180,820,640,toward_right_pole,1,0.85,High unpredictability regarding the outcome of a critical situation.,google/gemini-3-flash-preview,ok,
desperate,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.75,"Primarily self-focused survival instinct, though can involve seeking others.",google/gemini-3-flash-preview,ok,
despondent,V,valence,negative,positive,890,110,-780,toward_left_pole,-1,0.95,Reflects extreme sadness and loss of hope.,google/gemini-3-flash-preview,ok,
despondent,A,arousal,low_activation,high_activation,780,220,-560,toward_left_pole,-1,0.85,Characterized by low energy and lethargic withdrawal.,google/gemini-3-flash-preview,ok,
despondent,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.9,Involves a total perceived lack of agency or power.,google/gemini-3-flash-preview,ok,
despondent,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,650,350,-300,toward_left_pole,-1,0.8,"Often involves a certain, albeit grim, expectation of failure.",google/gemini-3-flash-preview,ok,
despondent,S,social_orientation,self_oriented,other_oriented,720,280,-440,toward_left_pole,-1,0.75,Primarily an internal state of personal despair and isolation.,google/gemini-3-flash-preview,ok,
devastated,V,valence,negative,positive,958,42,-916,toward_left_pole,-1,0.98,Represents extreme emotional pain and profound loss.,google/gemini-3-flash-preview,ok,
devastated,A,arousal,low_activation,high_activation,290,710,420,toward_right_pole,1,0.85,High internal intensity often accompanied by shock or agitation.,google/gemini-3-flash-preview,ok,
devastated,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.95,Reflects a total loss of agency and being overwhelmed by events.,google/gemini-3-flash-preview,ok,
devastated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.8,"Often follows an unexpected, life-altering negative event.",google/gemini-3-flash-preview,ok,
devastated,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.75,"Primarily a personal state of grief, though often triggered by social loss.",google/gemini-3-flash-preview,ok,
disappointed,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Disappointment is fundamentally an unpleasant state resulting from unmet expectations.,google/gemini-3-flash-preview,ok,
disappointed,A,arousal,low_activation,high_activation,620,380,-240,toward_left_pole,-1,0.85,"It is typically a low-arousal, deactivating emotion characterized by a sense of letdown.",google/gemini-3-flash-preview,ok,
disappointed,C,control,low_control,high_control,710,290,-420,toward_left_pole,-1,0.9,Reflects a lack of control over the outcome that led to the negative result.,google/gemini-3-flash-preview,ok,
disappointed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.8,"Usually occurs after an outcome is known, making the state one of high certainty.",google/gemini-3-flash-preview,ok,
disappointed,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,Can be self-focused or directed at others depending on the source of the failure.,google/gemini-3-flash-preview,ok,
discomforted,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,Reflects a state of mild to moderate unpleasantness and lack of ease.,google/gemini-3-flash-preview,ok,
discomforted,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,Involves a restless but generally low-to-mid level of physiological activation.,google/gemini-3-flash-preview,ok,
discomforted,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.8,Implies a lack of agency or ability to settle into a comfortable state.,google/gemini-3-flash-preview,ok,
discomforted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.75,Often stems from ambiguous social cues or unpredictable physical sensations.,google/gemini-3-flash-preview,ok,
discomforted,S,social_orientation,self_oriented,other_oriented,450,550,100,toward_right_pole,1,0.7,"Frequently triggered by social interactions, though it can be purely internal.",google/gemini-3-flash-preview,ok,
discontented,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,Reflects a state of dissatisfaction and lack of pleasure.,google/gemini-3-flash-preview,ok,
discontented,A,arousal,low_activation,high_activation,590,410,-180,toward_left_pole,-1,0.85,Typically a low-to-moderate arousal state of restless unease.,google/gemini-3-flash-preview,ok,
discontented,C,control,low_control,high_control,680,320,-360,toward_left_pole,-1,0.8,Implies a lack of control over the source of dissatisfaction.,google/gemini-3-flash-preview,ok,
discontented,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,620,380,-240,toward_left_pole,-1,0.75,"Usually stems from a known, certain lack of fulfillment.",google/gemini-3-flash-preview,ok,
discontented,S,social_orientation,self_oriented,other_oriented,790,210,-580,toward_left_pole,-1,0.8,Primarily a self-focused internal state of unhappiness.,google/gemini-3-flash-preview,ok,
discouraged,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,"Discouragement is a negative, unpleasant state of lost hope.",google/gemini-3-flash-preview,ok,
discouraged,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,It involves low energy and a sense of giving up.,google/gemini-3-flash-preview,ok,
discouraged,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.9,Characterized by a lack of agency and perceived inability to succeed.,google/gemini-3-flash-preview,ok,
discouraged,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.8,Often stems from unpredictable outcomes or failed expectations.,google/gemini-3-flash-preview,ok,
discouraged,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,Primarily a self-reflective state regarding one's own progress.,google/gemini-3-flash-preview,ok,
disgusted,V,valence,negative,positive,880,120,-760,toward_left_pole,-1,0.98,Strongly negative valence associated with aversion and revulsion.,google/gemini-3-flash-preview,ok,
disgusted,A,arousal,low_activation,high_activation,390,610,220,toward_right_pole,1,0.92,Moderate to high activation involving physiological rejection responses.,google/gemini-3-flash-preview,ok,
disgusted,C,control,low_control,high_control,580,420,-160,toward_left_pole,-1,0.85,Often involves a sense of being overwhelmed by an external stimulus.,google/gemini-3-flash-preview,ok,
disgusted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,720,280,-440,toward_left_pole,-1,0.88,"Usually triggered by a clear, identifiable, and certain source of offense.",google/gemini-3-flash-preview,ok,
disgusted,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.82,Can be self-focused (visceral) or social (moral disgust toward others).,google/gemini-3-flash-preview,ok,
disheartened,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Reflects a state of disappointment and loss of spirit.,google/gemini-3-flash-preview,ok,
disheartened,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.9,Characterized by low energy and a sense of being drained.,google/gemini-3-flash-preview,ok,
disheartened,C,control,low_control,high_control,760,240,-520,toward_left_pole,-1,0.85,Involves a perceived lack of agency to change the outcome.,google/gemini-3-flash-preview,ok,
disheartened,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,590,410,-180,toward_left_pole,-1,0.8,"Often follows a realized negative outcome, reducing unpredictability.",google/gemini-3-flash-preview,ok,
disheartened,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal state of discouragement, though often triggered by external events.",google/gemini-3-flash-preview,ok,
disillusioned,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by disappointment and loss of positive belief.,google/gemini-3-flash-preview,ok,
disillusioned,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,Typically a low-energy state of withdrawal or cynicism.,google/gemini-3-flash-preview,ok,
disillusioned,C,control,low_control,high_control,720,280,-440,toward_left_pole,-1,0.9,Involves a sense of powerlessness against a revealed reality.,google/gemini-3-flash-preview,ok,
disillusioned,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.8,"The 'truth' is now known, reducing previous uncertainty.",google/gemini-3-flash-preview,ok,
disillusioned,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,Often involves a shift from social trust to self-protection.,google/gemini-3-flash-preview,ok,
dismayed,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Dismay is a distinctly unpleasant state of disappointment and distress.,google/gemini-3-flash-preview,ok,
dismayed,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves moderate physiological activation due to shock or alarm.,google/gemini-3-flash-preview,ok,
dismayed,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.9,Characterized by a sense of helplessness or lack of agency over the situation.,google/gemini-3-flash-preview,ok,
dismayed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,260,740,480,toward_right_pole,1,0.88,Often triggered by unexpected negative outcomes or sudden loss of confidence.,google/gemini-3-flash-preview,ok,
dismayed,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal reaction to external events, though often social in context.",google/gemini-3-flash-preview,ok,
distressed,V,valence,negative,positive,855,145,-710,toward_left_pole,-1,0.95,Distress is fundamentally unpleasant and associated with negative affect.,google/gemini-3-flash-preview,ok,
distressed,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.9,It involves high physiological activation and mental agitation.,google/gemini-3-flash-preview,ok,
distressed,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.85,Distress typically involves feeling overwhelmed and unable to cope effectively.,google/gemini-3-flash-preview,ok,
distressed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,310,690,380,toward_right_pole,1,0.8,Often stems from unpredictable stressors or uncertainty about outcomes.,google/gemini-3-flash-preview,ok,
distressed,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.75,"Primarily an internal state of suffering, though it can signal a need for help.",google/gemini-3-flash-preview,ok,
distrustful,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Distrust is fundamentally unpleasant and associated with negative affect.,google/gemini-3-flash-preview,ok,
distrustful,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves moderate physiological vigilance and mental alertness.,google/gemini-3-flash-preview,ok,
distrustful,C,control,low_control,high_control,660,340,-320,toward_left_pole,-1,0.8,Reflects a perceived lack of control over another's hidden motives.,google/gemini-3-flash-preview,ok,
distrustful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.95,Defined by high uncertainty regarding the reliability or truth of others.,google/gemini-3-flash-preview,ok,
distrustful,S,social_orientation,self_oriented,other_oriented,80,920,840,toward_right_pole,1,0.9,Inherently directed toward the behavior and intentions of other agents.,google/gemini-3-flash-preview,ok,
disturbed,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Highly unpleasant state involving mental or emotional agitation.,google/gemini-3-flash-preview,ok,
disturbed,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.85,Moderate to high activation involving restlessness and internal tension.,google/gemini-3-flash-preview,ok,
disturbed,C,control,low_control,high_control,760,240,-520,toward_left_pole,-1,0.8,Implies a loss of equilibrium and reduced sense of agency.,google/gemini-3-flash-preview,ok,
disturbed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,290,710,420,toward_right_pole,1,0.85,"Often triggered by unexpected, confusing, or unpredictable stimuli.",google/gemini-3-flash-preview,ok,
disturbed,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.7,"Primarily an internal state, though often reactive to external social violations.",google/gemini-3-flash-preview,ok,
doubtful,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.9,Doubt is generally experienced as a mildly unpleasant or negative state of hesitation.,google/gemini-3-flash-preview,ok,
doubtful,A,arousal,low_activation,high_activation,590,410,-180,toward_left_pole,-1,0.85,Involves mental tension but typically lacks high physiological activation.,google/gemini-3-flash-preview,ok,
doubtful,C,control,low_control,high_control,720,280,-440,toward_left_pole,-1,0.9,Reflects a lack of agency and difficulty in making a definitive decision.,google/gemini-3-flash-preview,ok,
doubtful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,80,920,840,toward_right_pole,1,0.95,Characterized by high unpredictability and a lack of certainty regarding outcomes.,google/gemini-3-flash-preview,ok,
doubtful,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal cognitive state, though often directed toward external information.",google/gemini-3-flash-preview,ok,
dreadful,V,valence,negative,positive,915,85,-830,toward_left_pole,-1,0.98,Highly unpleasant state associated with extreme aversion.,google/gemini-3-flash-preview,ok,
dreadful,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.92,High mental activation and apprehension regarding future events.,google/gemini-3-flash-preview,ok,
dreadful,C,control,low_control,high_control,860,140,-720,toward_left_pole,-1,0.95,Characterized by a profound lack of agency or power.,google/gemini-3-flash-preview,ok,
dreadful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,190,810,620,toward_right_pole,1,0.88,"Involves fear of an impending, often unpredictable, negative outcome.",google/gemini-3-flash-preview,ok,
dreadful,S,social_orientation,self_oriented,other_oriented,690,310,-380,toward_left_pole,-1,0.85,"Primarily an internal state of fear, though can involve others.",google/gemini-3-flash-preview,ok,
eager,V,valence,negative,positive,220,780,560,toward_right_pole,1,0.95,"Eagerness is a positive, appetitive state associated with looking forward to something pleasant.",google/gemini-3-flash-preview,ok,
eager,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.9,It involves high physiological activation and readiness for action.,google/gemini-3-flash-preview,ok,
eager,C,control,low_control,high_control,350,650,300,toward_right_pole,1,0.85,The individual feels a sense of agency and motivation to pursue a goal.,google/gemini-3-flash-preview,ok,
eager,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.8,"While the outcome is anticipated, there is often a clear expectation of what is to come.",google/gemini-3-flash-preview,ok,
eager,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily driven by internal desire, though it can be directed toward social interactions.",google/gemini-3-flash-preview,ok,
ecstatic,V,valence,negative,positive,35,965,930,toward_right_pole,1,0.98,Represents an extreme state of positive affect and overwhelming joy.,google/gemini-3-flash-preview,ok,
ecstatic,A,arousal,low_activation,high_activation,90,910,820,toward_right_pole,1,0.95,Characterized by high physiological activation and intense mental energy.,google/gemini-3-flash-preview,ok,
ecstatic,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,"Generally associated with high agency, though the intensity can feel slightly overwhelming.",google/gemini-3-flash-preview,ok,
ecstatic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.8,Usually follows a highly desired and expected or realized positive outcome.,google/gemini-3-flash-preview,ok,
ecstatic,S,social_orientation,self_oriented,other_oriented,520,480,-40,balanced,0,0.75,"Primarily an internal peak experience, though often shared in social contexts.",google/gemini-3-flash-preview,ok,
elated,V,valence,negative,positive,55,945,890,toward_right_pole,1,0.98,Represents a state of extreme joy and high positive affect.,google/gemini-3-flash-preview,ok,
elated,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.95,Characterized by high physiological energy and intense mental activation.,google/gemini-3-flash-preview,ok,
elated,C,control,low_control,high_control,220,780,560,toward_right_pole,1,0.9,Associated with a strong sense of mastery and high agency.,google/gemini-3-flash-preview,ok,
elated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.85,Usually follows a positive outcome that resolves previous uncertainty.,google/gemini-3-flash-preview,ok,
elated,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal state of joy, though often shared socially.",google/gemini-3-flash-preview,ok,
embarrassed,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,Embarrassment is generally experienced as a painful or unpleasant state of social discomfort.,google/gemini-3-flash-preview,ok,
embarrassed,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.9,"Involves physiological activation such as blushing, increased heart rate, and heightened self-consciousness.",google/gemini-3-flash-preview,ok,
embarrassed,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.85,Characterized by a temporary loss of social poise and a feeling of being exposed or vulnerable.,google/gemini-3-flash-preview,ok,
embarrassed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,420,580,160,toward_right_pole,1,0.8,Often stems from an unexpected social transgression or an unpredictable public reaction.,google/gemini-3-flash-preview,ok,
embarrassed,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Inherently social, requiring an actual or imagined audience and concern for others' evaluations.",google/gemini-3-flash-preview,ok,
empathetic,V,valence,negative,positive,220,780,560,toward_right_pole,1,0.9,"Generally perceived as a positive, prosocial, and warm affective state.",google/gemini-3-flash-preview,ok,
empathetic,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.8,Involves moderate mental activation and focused attention without high physiological agitation.,google/gemini-3-flash-preview,ok,
empathetic,C,control,low_control,high_control,390,610,220,toward_right_pole,1,0.8,Reflects a capacity to manage one's own emotions while understanding another's.,google/gemini-3-flash-preview,ok,
empathetic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,650,350,-300,toward_left_pole,-1,0.7,Often involves a degree of clarity regarding the other person's internal state.,google/gemini-3-flash-preview,ok,
empathetic,S,social_orientation,self_oriented,other_oriented,20,980,960,toward_right_pole,1,1.0,Inherently defined by an orientation toward the feelings and experiences of others.,google/gemini-3-flash-preview,ok,
empty,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Characterized by a profound lack of pleasure and a sense of negative void.,google/gemini-3-flash-preview,ok,
empty,A,arousal,low_activation,high_activation,880,120,-760,toward_left_pole,-1,0.9,"A state of low physiological activation, often described as numbness or lethargy.",google/gemini-3-flash-preview,ok,
empty,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.85,Reflects a lack of agency and a feeling of being unable to fill the internal gap.,google/gemini-3-flash-preview,ok,
empty,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,"Often a stable, predictable state of lack, though its cause may be vague.",google/gemini-3-flash-preview,ok,
empty,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.85,"Primarily an internal, self-focused state of isolation and personal deficit.",google/gemini-3-flash-preview,ok,
enchanted,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.95,"Enchantment is a highly pleasant, magical state of delight.",google/gemini-3-flash-preview,ok,
enchanted,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.85,Involves focused attention and moderate physiological captivation.,google/gemini-3-flash-preview,ok,
enchanted,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.8,Implies being under a spell or captivated by an external force.,google/gemini-3-flash-preview,ok,
enchanted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,260,740,480,toward_right_pole,1,0.85,"Often triggered by the wondrous, unexpected, or mysterious.",google/gemini-3-flash-preview,ok,
enchanted,S,social_orientation,self_oriented,other_oriented,420,580,160,toward_right_pole,1,0.75,"Usually directed toward an external object, person, or environment.",google/gemini-3-flash-preview,ok,
encouraged,V,valence,negative,positive,155,845,690,toward_right_pole,1,0.95,Highly positive state associated with hope and optimism.,google/gemini-3-flash-preview,ok,
encouraged,A,arousal,low_activation,high_activation,390,610,220,toward_right_pole,1,0.9,Moderate activation involving increased readiness and motivation.,google/gemini-3-flash-preview,ok,
encouraged,C,control,low_control,high_control,220,780,560,toward_right_pole,1,0.92,Strong sense of agency and capability to pursue goals.,google/gemini-3-flash-preview,ok,
encouraged,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,680,320,-360,toward_left_pole,-1,0.85,Relatively certain as it stems from supportive feedback or progress.,google/gemini-3-flash-preview,ok,
encouraged,S,social_orientation,self_oriented,other_oriented,320,680,360,toward_right_pole,1,0.88,Often involves external support or social validation from others.,google/gemini-3-flash-preview,ok,
energized,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,"Generally perceived as a positive, pleasant state of vitality.",google/gemini-3-flash-preview,ok,
energized,A,arousal,low_activation,high_activation,120,880,760,toward_right_pole,1,0.98,Characterized by high physiological activation and readiness for action.,google/gemini-3-flash-preview,ok,
energized,C,control,low_control,high_control,260,740,480,toward_right_pole,1,0.9,Associated with high agency and the capacity to influence outcomes.,google/gemini-3-flash-preview,ok,
energized,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.85,Often involves a clear sense of purpose or directed momentum.,google/gemini-3-flash-preview,ok,
